School.List,State,Year,ST.Total.Men,ST.Total.Women,ST.Total.AGI,ST.Total,percent_men,percent_women,percent_agi,men_change,women_change,agi_change
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2017,45,60,0,105,42.85714286,57.14285714,0,NA,NA,NA
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2018,76,76,0,152,50,50,0,7.142857143,-7.142857143,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2019,54,64,0,118,45.76271186,54.23728814,0,-4.237288136,4.237288136,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2020,56,61,0,117,47.86324786,52.13675214,0,2.100535999,-2.100535999,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2021,73,73,0,146,50,50,0,2.136752137,-2.136752137,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2022,55,63,0,118,46.61016949,53.38983051,0,-3.389830508,3.389830508,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2023,56,64,3,125,44.8,51.2,2.4,-1.810169492,-2.189830508,2.4
"UTAH, UNIVERSITY OF",UTAH,2017,46,39,0,85,54.11764706,45.88235294,0,NA,NA,NA
"UTAH, UNIVERSITY OF",UTAH,2018,55,37,0,92,59.7826087,40.2173913,0,5.664961637,-5.664961637,0
"UTAH, UNIVERSITY OF",UTAH,2019,48,53,0,101,47.52475248,52.47524752,0,-12.25785622,12.25785622,0
"UTAH, UNIVERSITY OF",UTAH,2020,39,47,2,88,44.31818182,53.40909091,2.272727273,-3.206570657,0.933843384,2.272727273
"UTAH, UNIVERSITY OF",UTAH,2021,40,52,0,92,43.47826087,56.52173913,0,-0.839920949,3.112648221,-2.272727273
"UTAH, UNIVERSITY OF",UTAH,2022,44,50,1,95,46.31578947,52.63157895,1.052631579,2.837528604,-3.890160183,1.052631579
"UTAH, UNIVERSITY OF",UTAH,2023,40,51,2,94,42.55319149,54.25531915,2.127659574,-3.762597984,1.623740202,1.075027996
VANDERBILT UNIVERSITY,TENNESSEE,2017,73,81,0,154,47.4025974,52.5974026,0,NA,NA,NA
VANDERBILT UNIVERSITY,TENNESSEE,2018,81,90,0,171,47.36842105,52.63157895,0,-0.03417635,0.03417635,0
VANDERBILT UNIVERSITY,TENNESSEE,2019,88,79,0,167,52.69461078,47.30538922,0,5.326189726,-5.326189726,0
VANDERBILT UNIVERSITY,TENNESSEE,2020,68,104,0,172,39.53488372,60.46511628,0,-13.15972706,13.15972706,0
VANDERBILT UNIVERSITY,TENNESSEE,2021,71,79,0,150,47.33333333,52.66666667,0,7.798449612,-7.798449612,0
VANDERBILT UNIVERSITY,TENNESSEE,2022,66,80,0,147,44.89795918,54.42176871,0,-2.43537415,1.755102041,0
VANDERBILT UNIVERSITY,TENNESSEE,2023,68,93,0,162,41.97530864,57.40740741,0,-2.922650542,2.9856387,0
VERMONT LAW SCHOOL,VERMONT,2017,70,73,0,143,48.95104895,51.04895105,0,NA,NA,NA
VERMONT LAW SCHOOL,VERMONT,2018,74,94,0,168,44.04761905,55.95238095,0,-4.903429903,4.903429903,0
VERMONT LAW SCHOOL,VERMONT,2019,66,71,2,139,47.48201439,51.07913669,1.438848921,3.434395341,-4.873244262,1.438848921
VERMONT LAW SCHOOL,VERMONT,2020,39,83,1,123,31.70731707,67.4796748,0.81300813,-15.77469732,16.40053811,-0.625840791
VERMONT LAW SCHOOL,VERMONT,2021,57,94,1,152,37.5,61.84210526,0.657894737,5.792682927,-5.637569534,-0.155113393
VERMONT LAW SCHOOL,VERMONT,2022,49,107,0,156,31.41025641,68.58974359,0,-6.08974359,6.747638327,-0.657894737
VERMONT LAW SCHOOL,VERMONT,2023,59,124,6,190,31.05263158,65.26315789,3.157894737,-0.357624831,-3.326585695,3.157894737
VILLANOVA UNIVERSITY,PENNSYLVANIA,2017,78,93,0,171,45.61403509,54.38596491,0,NA,NA,NA
VILLANOVA UNIVERSITY,PENNSYLVANIA,2018,76,99,0,175,43.42857143,56.57142857,0,-2.185463659,2.185463659,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2019,78,96,0,174,44.82758621,55.17241379,0,1.399014778,-1.399014778,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2020,72,102,0,174,41.37931034,58.62068966,0,-3.448275862,3.448275862,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2021,88,127,0,215,40.93023256,59.06976744,0,-0.449077787,0.449077787,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2022,71,106,0,177,40.11299435,59.88700565,0,-0.817238208,0.817238208,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2023,70,82,0,154,45.45454545,53.24675325,0,5.341551104,-6.640252403,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2017,162,145,0,307,52.76872964,47.23127036,0,NA,NA,NA
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2018,171,135,0,306,55.88235294,44.11764706,0,3.113623299,-3.113623299,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2019,173,149,0,322,53.72670807,46.27329193,0,-2.155644867,2.155644867,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2020,140,147,1,288,48.61111111,51.04166667,0.347222222,-5.115596963,4.768374741,0.347222222
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2021,140,151,1,292,47.94520548,51.71232877,0.342465753,-0.665905632,0.6706621,-0.004756469
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2022,150,146,2,298,50.33557047,48.99328859,0.67114094,2.39036499,-2.719040177,0.328675186
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2023,138,155,1,294,46.93877551,52.72108844,0.340136054,-3.39679496,3.727799845,-0.331004885
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2017,75,77,0,152,49.34210526,50.65789474,0,NA,NA,NA
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2018,89,88,0,177,50.28248588,49.71751412,0,0.940380613,-0.940380613,0
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2019,92,117,1,210,43.80952381,55.71428571,0.476190476,-6.472962066,5.99677159,0.476190476
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2020,39,47,0,86,45.34883721,54.65116279,0,1.5393134,-1.063122924,-0.476190476
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2021,76,90,0,166,45.78313253,54.21686747,0,0.434295321,-0.434295321,0
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2022,73,80,1,154,47.4025974,51.94805195,0.649350649,1.619464872,-2.268815522,0.649350649
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2023,71,96,0,167,42.51497006,57.48502994,0,-4.887627343,5.536977992,-0.649350649
WASHBURN UNIVERSITY,KANSAS,2017,66,43,0,109,60.55045872,39.44954128,0,NA,NA,NA
WASHBURN UNIVERSITY,KANSAS,2018,56,52,0,108,51.85185185,48.14814815,0,-8.698606864,8.698606864,0
WASHBURN UNIVERSITY,KANSAS,2019,48,50,0,98,48.97959184,51.02040816,0,-2.872260015,2.872260015,0
WASHBURN UNIVERSITY,KANSAS,2020,53,54,0,107,49.53271028,50.46728972,0,0.553118444,-0.553118444,0
WASHBURN UNIVERSITY,KANSAS,2021,43,49,0,92,46.73913043,53.26086957,0,-2.793579846,2.793579846,0
WASHBURN UNIVERSITY,KANSAS,2022,49,34,0,83,59.03614458,40.96385542,0,12.29701414,-12.29701414,0
WASHBURN UNIVERSITY,KANSAS,2023,55,44,0,99,55.55555556,44.44444444,0,-3.480589023,3.480589023,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2017,59,66,0,125,47.2,52.8,0,NA,NA,NA
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2018,63,54,0,117,53.84615385,46.15384615,0,6.646153846,-6.646153846,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2019,48,48,0,96,50,50,0,-3.846153846,3.846153846,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2020,59,52,0,111,53.15315315,46.84684685,0,3.153153153,-3.153153153,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2021,63,75,0,138,45.65217391,54.34782609,0,-7.50097924,7.50097924,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2022,53,47,0,100,53,47,0,7.347826087,-7.347826087,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2023,42,49,0,92,45.65217391,53.26086957,0,-7.347826087,6.260869565,0
WASHINGTON UNIVERSITY,MISSOURI,2017,98,119,0,217,45.16129032,54.83870968,0,NA,NA,NA
WASHINGTON UNIVERSITY,MISSOURI,2018,119,84,0,203,58.62068966,41.37931034,0,13.45939933,-13.45939933,0
WASHINGTON UNIVERSITY,MISSOURI,2019,94,105,0,199,47.2361809,52.7638191,0,-11.38450875,11.38450875,0
WASHINGTON UNIVERSITY,MISSOURI,2020,119,93,0,212,56.13207547,43.86792453,0,8.895894567,-8.895894567,0
WASHINGTON UNIVERSITY,MISSOURI,2021,123,119,3,245,50.20408163,48.57142857,1.224489796,-5.927993839,4.703504043,1.224489796
WASHINGTON UNIVERSITY,MISSOURI,2022,87,136,3,229,37.99126638,59.38864629,1.310043668,-12.21281526,10.81721772,0.085553872
WASHINGTON UNIVERSITY,MISSOURI,2023,102,96,4,203,50.24630542,47.29064039,1.97044335,12.25503904,-12.09800589,0.660399682
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2017,73,73,0,146,50,50,0,NA,NA,NA
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2018,61,97,0,158,38.60759494,61.39240506,0,-11.39240506,11.39240506,0
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2019,55,91,3,149,36.91275168,61.0738255,2.013422819,-1.694843259,-0.31857956,2.013422819
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2020,47,108,1,156,30.12820513,69.23076923,0.641025641,-6.78454655,8.156943727,-1.372397178
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2021,65,92,2,159,40.88050314,57.86163522,1.257861635,10.75229802,-11.36913401,0.616835994
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2022,69,100,0,171,40.35087719,58.47953216,0,-0.529625952,0.617896944,-1.257861635
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2023,62,101,1,166,37.34939759,60.84337349,0.602409639,-3.001479603,2.36384133,0.602409639
WAYNE STATE UNIVERSITY,MICHIGAN,2017,83,73,0,156,53.20512821,46.79487179,0,NA,NA,NA
WAYNE STATE UNIVERSITY,MICHIGAN,2018,53,62,0,115,46.08695652,53.91304348,0,-7.118171683,7.118171683,0
WAYNE STATE UNIVERSITY,MICHIGAN,2019,56,55,0,111,50.45045045,49.54954955,0,4.363493929,-4.363493929,0
WAYNE STATE UNIVERSITY,MICHIGAN,2020,42,74,0,116,36.20689655,63.79310345,0,-14.2435539,14.2435539,0
WAYNE STATE UNIVERSITY,MICHIGAN,2021,52,62,0,114,45.61403509,54.38596491,0,9.407138536,-9.407138536,0
WAYNE STATE UNIVERSITY,MICHIGAN,2022,42,77,0,119,35.29411765,64.70588235,0,-10.31991744,10.31991744,0
WAYNE STATE UNIVERSITY,MICHIGAN,2023,53,63,0,118,44.91525424,53.38983051,0,9.62113659,-11.31605184,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2017,54,55,0,109,49.5412844,50.4587156,0,NA,NA,NA
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2018,62,48,0,110,56.36363636,43.63636364,0,6.82235196,-6.82235196,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2019,54,61,0,115,46.95652174,53.04347826,0,-9.407114625,9.407114625,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2020,63,48,0,111,56.75675676,43.24324324,0,9.800235018,-9.800235018,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2021,60,56,0,116,51.72413793,48.27586207,0,-5.032618826,5.032618826,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2022,53,49,0,102,51.96078431,48.03921569,0,0.236646383,-0.236646383,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2023,56,48,0,104,53.84615385,46.15384615,0,1.885369532,-1.885369532,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2017,32,55,0,87,36.7816092,63.2183908,0,NA,NA,NA
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2018,43,37,0,80,53.75,46.25,0,16.9683908,-16.9683908,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2019,50,48,0,98,51.02040816,48.97959184,0,-2.729591837,2.729591837,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2020,43,78,0,121,35.53719008,64.46280992,0,-15.48321808,15.48321808,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2021,38,71,0,109,34.86238532,65.13761468,0,-0.674804762,0.674804762,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2022,39,50,1,90,43.33333333,55.55555556,1.111111111,8.470948012,-9.582059123,1.111111111
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2023,31,49,0,80,38.75,61.25,0,-4.583333333,5.694444444,-1.111111111
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2017,95,97,0,192,49.47916667,50.52083333,0,NA,NA,NA
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2018,75,83,0,158,47.46835443,52.53164557,0,-2.010812236,2.010812236,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2019,12,10,0,22,54.54545455,45.45454545,0,7.077100115,-7.077100115,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2020,37,46,0,83,44.57831325,55.42168675,0,-9.967141292,9.967141292,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2021,45,62,0,107,42.05607477,57.94392523,0,-2.522238487,2.522238487,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2022,59,69,1,129,45.73643411,53.48837209,0.775193798,3.680359342,-4.455553141,0.775193798
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2023,69,50,0,120,57.5,41.66666667,0,11.76356589,-11.82170543,-0.775193798
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2017,151,143,0,294,51.36054422,48.63945578,0,NA,NA,NA
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2018,99,102,0,201,49.25373134,50.74626866,0,-2.106812874,2.106812874,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2019,98,125,0,223,43.94618834,56.05381166,0,-5.307543002,5.307543002,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2020,109,131,1,241,45.22821577,54.35684647,0.414937759,1.282027427,-1.696965186,0.414937759
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2021,120,139,0,259,46.33204633,53.66795367,0,1.103830564,-0.688892805,-0.414937759
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2022,105,126,0,231,45.45454545,54.54545455,0,-0.877500878,0.877500878,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2023,115,116,0,231,49.78354978,50.21645022,0,4.329004329,-4.329004329,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2017,73,81,0,154,47.4025974,52.5974026,0,NA,NA,NA
WIDENER-COMMONWEALTH,PENNSYLVANIA,2018,50,69,0,119,42.01680672,57.98319328,0,-5.38579068,5.38579068,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2019,50,60,0,110,45.45454545,54.54545455,0,3.437738732,-3.437738732,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2020,41,70,0,111,36.93693694,63.06306306,0,-8.517608518,8.517608518,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2021,48,73,1,122,39.3442623,59.83606557,0.819672131,2.407325358,-3.226997489,0.819672131
WIDENER-COMMONWEALTH,PENNSYLVANIA,2022,53,84,1,138,38.4057971,60.86956522,0.724637681,-0.938465194,1.033499644,-0.09503445
WIDENER-COMMONWEALTH,PENNSYLVANIA,2023,61,76,2,140,43.57142857,54.28571429,1.428571429,5.16563147,-6.583850932,0.703933747
WILLAMETTE UNIVERSITY,OREGON,2017,52,54,0,106,49.05660377,50.94339623,0,NA,NA,NA
WILLAMETTE UNIVERSITY,OREGON,2018,60,61,2,123,48.7804878,49.59349593,1.62601626,-0.276115969,-1.349900291,1.62601626
WILLAMETTE UNIVERSITY,OREGON,2019,52,65,0,117,44.44444444,55.55555556,0,-4.33604336,5.962059621,-1.62601626
WILLAMETTE UNIVERSITY,OREGON,2020,56,56,1,113,49.55752212,49.55752212,0.884955752,5.113077679,-5.998033432,0.884955752
WILLAMETTE UNIVERSITY,OREGON,2021,56,72,1,129,43.41085271,55.81395349,0.775193798,-6.146669411,6.256431364,-0.109761954
WILLAMETTE UNIVERSITY,OREGON,2022,44,66,1,112,39.28571429,58.92857143,0.892857143,-4.125138427,3.11461794,0.117663344
WILLAMETTE UNIVERSITY,OREGON,2023,51,61,1,114,44.73684211,53.50877193,0.877192982,5.45112782,-5.419799499,-0.01566416
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2017,75,96,0,171,43.85964912,56.14035088,0,NA,NA,NA
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2018,73,104,0,177,41.24293785,58.75706215,0,-2.61671127,2.61671127,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2019,112,106,0,218,51.37614679,48.62385321,0,10.13320894,-10.13320894,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2020,99,111,0,210,47.14285714,52.85714286,0,-4.233289646,4.233289646,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2021,63,94,1,158,39.87341772,59.49367089,0.632911392,-7.269439421,6.636528029,0.632911392
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2022,80,116,0,196,40.81632653,59.18367347,0,0.942908809,-0.309997417,-0.632911392
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2023,61,79,0,140,43.57142857,56.42857143,0,2.755102041,-2.755102041,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2017,91,67,0,158,57.59493671,42.40506329,0,NA,NA,NA
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2018,131,126,0,257,50.97276265,49.02723735,0,-6.622174063,6.622174063,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2019,100,113,0,213,46.94835681,53.05164319,0,-4.024405838,4.024405838,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2020,131,103,0,234,55.98290598,44.01709402,0,9.034549175,-9.034549175,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2021,141,131,0,272,51.83823529,48.16176471,0,-4.144670689,4.144670689,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2022,115,117,0,232,49.56896552,50.43103448,0,-2.269269777,2.269269777,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2023,74,92,0,166,44.57831325,55.42168675,0,-4.990652264,4.990652264,0
"WYOMING, UNIVERSITY OF",WYOMING,2017,40,31,0,71,56.33802817,43.66197183,0,NA,NA,NA
"WYOMING, UNIVERSITY OF",WYOMING,2018,49,35,0,84,58.33333333,41.66666667,0,1.995305164,-1.995305164,0
"WYOMING, UNIVERSITY OF",WYOMING,2019,36,32,0,68,52.94117647,47.05882353,0,-5.392156863,5.392156863,0
"WYOMING, UNIVERSITY OF",WYOMING,2020,39,36,0,75,52,48,0,-0.941176471,0.941176471,0
"WYOMING, UNIVERSITY OF",WYOMING,2021,39,35,0,74,52.7027027,47.2972973,0,0.702702703,-0.702702703,0
"WYOMING, UNIVERSITY OF",WYOMING,2022,39,32,0,71,54.92957746,45.07042254,0,2.226874762,-2.226874762,0
"WYOMING, UNIVERSITY OF",WYOMING,2023,34,38,0,75,45.33333333,50.66666667,0,-9.596244131,5.596244131,0
YALE UNIVERSITY,CONNECTICUT,2017,84,100,0,184,45.65217391,54.34782609,0,NA,NA,NA
YALE UNIVERSITY,CONNECTICUT,2018,96,95,1,192,50,49.47916667,0.520833333,4.347826087,-4.86865942,0.520833333
YALE UNIVERSITY,CONNECTICUT,2019,93,108,2,203,45.81280788,53.20197044,0.985221675,-4.187192118,3.722803777,0.464388342
YALE UNIVERSITY,CONNECTICUT,2020,103,101,2,206,50,49.02912621,0.970873786,4.187192118,-4.17284423,-0.014347888
YALE UNIVERSITY,CONNECTICUT,2021,93,100,1,194,47.93814433,51.54639175,0.515463918,-2.06185567,2.517265539,-0.455409869
YALE UNIVERSITY,CONNECTICUT,2022,86,95,0,181,47.51381215,52.48618785,0,-0.424332175,0.939796093,-0.515463918
YALE UNIVERSITY,CONNECTICUT,2023,87,97,3,187,46.52406417,51.87165775,1.604278075,-0.989747984,-0.614530091,1.604278075
